E (Pa)	I (m^4)	ρ (kg/m^3)	A (m^2)	L (m)	f (Hz)
3.108498846962e+10	7.144446200054e-05	4.639710624845e+03	2.542930966021e-03	4.868463113948e+00	1.024202462737e+01
4.171740631442e+10	2.519536556554e-05	3.590922447332e+03	6.081546034235e-03	2.706349167288e+00	1.675961315630e+01
2.026197698872e+10	9.187094934072e-05	6.151110674210e+03	9.372961057288e-03	4.161077600880e+00	5.806653077648e+00
1.367534979805e+10	2.069216884226e-05	2.267252444644e+03	4.021563226967e-03	2.115178855201e+00	2.203196950726e+01
2.382982914044e+10	4.048370535231e-05	6.929969063918e+03	1.609577865211e-03	2.384883919934e+00	2.893124569358e+01
3.199821184890e+10	4.231088073995e-05	5.051230843824e+03	6.028491676622e-03	2.659919799397e+00	1.667521867528e+01
1.354990027265e+10	5.323576698346e-05	3.982121590163e+03	8.198586106391e-03	2.811451400042e+00	1.052215227230e+01
1.533606624392e+10	6.139389985610e-05	4.490045640947e+03	3.959775325683e-03	3.698251174192e+00	9.414316969408e+00
3.591105556778e+10	1.660778932738e-05	7.441099558107e+03	1.732653299689e-03	4.367974139650e+00	6.307513158756e+00
4.060604511553e+10	9.722126552498e-05	2.642389173552e+03	5.200115355561e-03	2.201666687308e+00	6.187149856240e+01
4.381663935649e+10	4.856425717177e-05	2.649231864075e+03	6.662012241942e-03	2.754566364624e+00	2.560539058807e+01
2.905684202257e+10	5.303186962108e-05	7.518495443589e+03	4.065893587441e-03	2.415153759317e+00	2.153685610572e+01
2.349832549451e+10	3.326217868107e-05	3.805516803601e+03	6.638713940327e-03	2.399986137204e+00	1.708638600749e+01
1.788296410710e+10	5.883628620044e-05	2.380660822395e+03	9.392229444187e-03	2.489283265787e+00	1.958769377097e+01
2.546943469331e+10	7.249893353379e-05	4.497393971071e+03	1.480865361859e-03	3.643017399621e+00	2.219920350706e+01
1.531217883288e+10	1.493437210321e-05	3.910911030034e+03	8.229988887584e-03	4.734123144110e+00	2.104345096606e+00
4.716973151423e+10	9.577693000205e-05	5.340750922289e+03	6.267443187908e-03	3.711011043072e+00	1.492636218814e+01
2.012939731411e+10	3.699569786451e-05	2.628248129006e+03	4.441368256658e-03	3.915150838435e+00	9.219876469233e+00
4.254632090960e+10	2.868529283778e-05	2.083993880028e+03	8.311163675621e-03	3.412323113142e+00	1.275568813390e+01
4.137586581425e+10	9.566065902055e-05	3.818810278405e+03	5.217744697738e-03	3.367863561472e+00	2.198611397877e+01
1.943287697843e+10	4.617243897103e-05	7.389473580556e+03	6.763064997383e-03	4.139633003921e+00	4.375023819378e+00
4.058716873757e+10	9.304188917999e-05	3.309857664489e+03	3.999244839302e-03	2.612229464863e+00	4.379656110513e+01
2.971796045855e+10	9.618355603253e-05	3.974217673060e+03	8.648066944414e-03	3.971328943855e+00	1.023117521215e+01
3.424416467561e+10	9.698596597826e-05	4.615524581975e+03	7.556159774373e-03	4.883626527202e+00	7.239764234214e+00
2.794538677578e+10	1.899795995745e-05	5.329574323054e+03	4.501811775634e-03	4.592651740515e+00	3.946065282025e+00
1.800065926759e+10	6.508290076519e-05	2.832770217575e+03	3.451323439651e-03	2.966562145163e+00	2.200872715656e+01
3.640048175705e+10	8.409940648647e-05	5.434089392930e+03	3.116606028434e-03	4.130382774965e+00	1.394401247878e+01
2.143457766682e+10	8.532460320553e-05	4.651141000645e+03	2.115688420800e-03	3.780237362882e+00	1.688004235633e+01
1.488084376665e+10	4.364892003218e-05	3.103030938389e+03	1.316420739678e-03	2.654753183480e+00	3.165807432926e+01
2.385819177615e+10	3.006782147369e-05	3.003621038238e+03	9.113951403994e-03	2.307825699596e+00	1.700632546174e+01
2.959657272918e+10	4.884121671610e-05	2.834323736120e+03	7.909922740242e-03	2.111419209415e+00	3.186961668073e+01
2.653515935151e+10	3.725136985202e-05	6.866966969069e+03	6.824700659396e-03	3.772373140025e+00	5.710196834139e+00
1.783526248852e+10	8.571658352265e-05	7.012385577225e+03	1.096291804686e-03	4.693040159164e+00	1.132896763235e+01
1.843318346630e+10	5.847807198528e-05	3.011521577505e+03	3.332998353458e-03	2.601421599386e+00	2.709488727578e+01
4.097665470387e+10	1.231443177180e-05	6.354510444705e+03	5.495669774661e-03	4.211347862550e+00	3.792316001899e+00
4.732989480372e+10	4.431749548750e-05	5.470114231041e+03	9.232026233671e-03	4.144551789687e+00	6.638595319134e+00
2.064999864206e+10	5.383116259363e-05	7.408576222259e+03	1.760680705658e-03	2.814926771134e+00	2.061378239331e+01
3.300820428623e+10	4.824879958883e-05	5.375999202486e+03	6.149568378685e-03	2.272126920546e+00	2.378810196976e+01
4.983813931182e+10	7.688594964019e-05	4.691796616904e+03	3.280733861259e-03	3.492265226376e+00	2.289061961230e+01
1.665172265796e+10	4.920904925044e-05	3.339588191295e+03	7.434051668395e-03	3.603596009310e+00	7.827864632476e+00
1.082022518731e+10	6.118308720180e-05	6.209752225800e+03	9.672843397509e-03	2.526933093844e+00	9.199300771349e+00
4.913958857761e+10	9.025177289477e-05	4.378221370591e+03	6.365278278889e-03	4.823335576118e+00	9.594311005910e+00
4.004890466371e+10	1.445337970252e-05	5.906388938356e+03	2.978317299253e-03	2.624781415687e+00	1.473227833081e+01
2.467206385738e+10	2.584134939726e-05	4.437658843321e+03	3.791382692975e-03	3.713993143539e+00	7.896325589268e+00
1.271505344390e+10	5.479697183972e-05	6.854304266753e+03	4.802398442461e-03	2.832923629926e+00	1.014330611435e+01
1.327480252653e+10	3.087084296184e-05	5.425584096066e+03	3.212416246766e-03	3.333236161770e+00	7.722174808345e+00
1.141578955934e+10	5.170154298979e-05	4.967064780121e+03	7.222034684111e-03	2.259593826560e+00	1.405681564663e+01
1.419606635587e+10	3.735243791953e-05	4.251867164563e+03	1.030119428419e-03	4.151877759880e+00	1.129388633045e+01
3.916715991375e+10	2.038425356596e-05	3.685291662708e+03	6.160760358965e-03	2.373445170485e+00	1.862600116112e+01
4.473240260508e+10	4.017279816163e-05	2.349558587180e+03	7.772664196845e-03	2.047569623394e+00	4.186435280487e+01
2.829351729565e+10	9.547817834966e-05	4.811399860710e+03	7.146389676817e-03	4.937548875966e+00	6.433041012379e+00
3.760798077487e+10	4.061511914255e-05	7.946683163995e+03	5.505907812367e-03	4.413158837019e+00	5.367845601177e+00
1.452255394407e+10	1.796454279367e-05	2.872297845871e+03	3.051838832598e-03	2.195582593809e+00	2.002429189512e+01
4.797983396898e+10	3.186870395289e-05	3.724098994114e+03	1.177619093801e-03	3.748632390208e+00	2.351123879510e+01
4.630726436721e+10	6.608898064961e-05	6.462294708392e+03	2.803686137541e-03	3.214178653798e+00	2.225941073028e+01
4.232427053670e+10	3.519106307350e-05	3.185142692626e+03	2.831512944344e-03	2.035765393143e+00	5.486614323021e+01
1.547400164762e+10	6.971329206910e-05	3.526049192496e+03	8.168641241849e-03	4.401870859767e+00	5.588407949565e+00
2.412268531890e+10	8.218376427722e-05	7.777715531070e+03	8.125442189388e-03	2.842200412205e+00	1.226788200644e+01
2.233037534251e+10	8.068231371478e-05	7.812554150164e+03	9.991454335950e-03	2.096581999620e+00	1.933861108294e+01
4.028810003767e+10	6.033948253775e-05	2.257155555812e+03	5.165905336361e-03	4.728862672657e+00	1.142469168163e+01
4.806929742788e+10	1.262757083038e-05	7.383677624428e+03	3.243814300177e-03	3.932367874778e+00	5.760283193456e+00
3.873310624464e+10	5.572958079357e-05	3.968094205343e+03	3.931599986085e-03	3.006593352939e+00	2.302404853184e+01
4.533810266236e+10	7.356732315043e-05	5.569922260450e+03	1.948466056924e-03	2.409899395231e+00	5.341066790899e+01
2.004760967499e+10	7.022817565793e-05	3.408566085303e+03	7.313394166619e-03	4.915537519294e+00	5.503288591494e+00
1.287726026361e+10	2.310040940919e-05	3.314365673474e+03	5.057037086015e-03	2.461721950269e+00	1.230036430289e+01
4.388133171504e+10	4.495798363633e-05	6.320702316558e+03	7.607387811166e-03	3.629795555770e+00	8.602035131926e+00
1.765741037930e+10	5.534065836734e-05	2.511963586902e+03	4.556639604553e-03	3.480100328008e+00	1.349881989441e+01
1.381438249303e+10	8.759226165679e-05	4.993690962077e+03	4.489974479004e-03	2.280352479636e+00	2.499680788773e+01
1.753148183451e+10	9.347372234336e-05	3.554654122309e+03	3.098838722475e-03	2.939783579738e+00	2.497168663328e+01
2.043335415169e+10	3.631494996613e-05	2.310404630042e+03	8.588324998740e-03	2.419496284550e+00	1.848362098369e+01
3.129431074875e+10	2.239062133114e-05	4.089398365003e+03	7.274891673307e-03	3.860679002436e+00	5.761268049394e+00
4.721146656731e+10	6.447230484840e-05	7.465086564962e+03	5.747442546686e-03	4.464897034143e+00	7.475760513480e+00
4.333114773532e+10	4.114535131099e-05	7.905548200487e+03	1.216011167019e-03	4.695924017291e+00	1.092713377789e+01
